,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,TAU,H_inst_af,LE_inst_af,FC,WS,WS_MAX,WD,USTAR,MO_LENGTH,ZL,T_SONIC,CO2_MIXING_RATIO,CO2,H2O_MIXING_RATIO,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,FETCH_MAX,FETCH_70,FETCH_80,FETCH_90,TA,PA,Rn_inst_af,G_inst_af,G_2_1_1,SWC_1_1_1,TS_1_1_1,TS_2_1_1,PPFD_IN,P_RAIN,PPFD_IN_1_1_1,P_RAIN_1_1_1,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
15,15,0,0,LC08_018031_20160418,-80.63695706863942,41.822190946289474,2016-04-18 16:03:45.365999872,0.0805825,0.1083299999999999,0.162285,0.220915,0.350605,0.431345,0.3014075,305.79483145999995,21824.0,0.24366951,0.2269211926091824,0.1739759178373273,0.1815505076900104,305.79483145999995,0.1634688496356029,0.951634688496356,0.9705394472037976,-80.63683523290953,41.822296024218616,-0.2269211858510971,0.2269211858510971,1,1,-0.3671742478894109,-305.79483145999995,305.79483145999995,307.4712759465256,-307.4712759465256,307.4712759465256,0.7691986175089132,0.8028828113912477,13.130992023139472,471.8173271803177,852.7617218525346,0.7691986175089132,1.929101046363101,0.8028828113912477,339.24338388555645,495.9881357100346,95.13433982727874,0.0083233859084704,0.1896037981346838,315.47300504646137,17.369291747479718,4.700648362173297,38.536485839006026,0.0083233859084704,0.1896037981346838,0.2855316642192221,0.5242116451263428,-156.4793701171875,0.1270144541775326,1.1006305821421227,85.38079083629458,0.2129973364684496,0,-80.63695706863942,41.822190946289474,144.73154176730137,16.929598242336233,41.61953117515061,1.265678793231189,301.3600946725248,40.98075693719163,-80.62116382258976,0.7480683922767639,363394,298.5041948,505590,41.186490131692736,-80.97018984407842,0.1729410588741302,558.8718093698396,104.80680002306266,310.1938232,31.2138833095506,2016-04-18 16:03:45.365999872+00:00,2016-04-18 16:00:00+00:00,2016-04-18,55.77795990906707,40.13769308333333,77.90220252768886,56.05824775,16.133808541666667,159.49506020833334,47.16531083333334,9.68108922991074,201604181200.0,201604181230.0,-0.161748,191.983,90.9505,0.596469,2.69351,7.4695,312.871,0.372771,-23.4171,-0.130247,23.2108,412.98,410.088,7.05138,7.00201,1.25069,1.58173,0.534666,0.786005,23.7902,43.4961,52.0537,65.165,23.3808,99.339,584.359,55.1117,48.0669,43.5292,14.1883,14.6749,1687.56,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2016-04-18 12:00:00,2016-04-18 12:00:00-04:00,2016-04-18
16,16,0,0,LC08_018031_20160504,-80.63695706863942,41.822190946289474,2016-05-04 16:03:48.750000128,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.774333303114789,0.8226289126022202,13.40228825947177,,898.329526072652,0.774333303114789,1.621557063770173,0.8226289126022202,300.8120508681111,,,,,,,,,,,,0.4114807546138763,-119.26056671142578,,,,,0,-80.63695706863942,41.822190946289474,,14.219866340598106,50.73080257130027,0.7308094862347458,267.9054541822194,41.62980528825137,-79.98783155461143,0.8600283265113831,82321,289.83267806000003,14225,41.52537873363224,-81.6568348990155,0.0340721830725669,259.4448544238211,53.19141883111708,297.5642393,,2016-05-04 16:03:48.750000128+00:00,2016-05-04 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2016-05-04
17,17,1,1,LC08_018031_20160520,-80.63695706863942,41.822190946289474,2016-05-20 16:03:47.411000064,0.0602874999999999,0.0868249999999999,0.1384699999999999,0.1659425,0.3366625,0.329815,0.2220425,293.89328582,21824.0,0.2070410775,0.3396703176450693,0.2538768566380947,0.2554146448501654,293.89328582,0.3359672164323658,0.9533596721643236,0.9711086918142268,-80.63683523290953,41.822296024218616,-0.339670330286026,0.339670330286026,1,1,-0.4171310108232967,-293.89328582,293.89328582,295.64426921276635,-295.64426921276635,295.64426921276635,0.7703058026853707,1.0299870166144387,16.251229049882426,403.27239426150953,916.7613895448758,0.7703058026853707,2.000885872326266,1.0299870166144387,297.5108839100208,607.3166081313735,71.89237708660525,0.0126061599957262,0.1275764938965705,-8.506914485087117e-75,3.6059337360777058e+78,-28.785030428194432,57.272808325981245,0.0126061599957262,0.1275764938965705,8.904344273969603e-41,-4.269957065582275,1233.603271484375,0.7874236262286262,5.8622495319166905,535.4242310447682,1.0,1,-80.63695706863942,41.822190946289474,166.0896764708215,17.50711879187008,51.47655000517131,0.8165751845346572,302.5470575129609,42.00949226121916,-79.72207391200013,0.8150776028633118,183667,288.90297662,4467,42.24002908306876,-79.48363649647476,0.0655486360192298,793.4732270884548,50.99967344289544,285.50888276,166.25339672515733,2016-05-20 16:03:47.411000064+00:00,2016-05-20 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2016-05-20
18,18,0,0,LC08_018031_20160605,-80.63695706863942,41.822190946289474,2016-06-05 16:03:52.428000000,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7450391292085239,2.026634751577108,29.94440202390915,,895.697551837703,0.7450391292085239,2.330295518486217,2.026634751577108,325.9711022937013,,,,,,,,,,,,0.509874701499939,-150.30014038085938,,,,,0,-80.63695706863942,41.822190946289474,,19.944746730615023,86.96900180684509,2.786968358999608,210.3178621665666,41.60930302034927,-81.29115846626473,0.9136167764663696,52300,294.778553,21980,41.08096593518729,-81.52917488032809,0.1093785390257835,514.9058797963343,97.55417329326268,303.04332536,,2016-06-05 16:03:52.428000+00:00,2016-06-05 16:00:00+00:00,2016-06-05,85.97422967805367,67.51763739130435,-20.031116509985285,-15.730919208333331,2.337700125,83.5710294375,29.44661112952899,15.290216144431614,201606051200.0,201606051230.0,-0.203493,120.372,225.873,-14.9854,2.62971,6.93153,206.17,0.422953,-53.792,-0.0474,23.9933,401.692,393.824,19.9773,19.586,1.16227,1.10784,0.617315,0.683881,19.6146,35.8618,42.9174,53.7275,22.0784,97.1167,519.145,12.0947,12.6976,25.4694,21.0003,21.2091,1440.81,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2016-06-05 12:00:00,2016-06-05 12:00:00-04:00,2016-06-05
19,19,1,1,LC08_018031_20160621,-80.63695706863942,41.822190946289474,2016-06-21 16:03:56.908000000,0.0277,0.0343825,0.0728274999999999,0.0537699999999999,0.4009025,0.2247374999999999,0.11207,301.32747932,21824.0,0.1692801125,0.7634781078688507,0.5921120523861794,0.5454213355889062,301.32747932,1.5453832825118423,0.9654538328251184,0.9750997648322892,-80.63683523290953,41.822296024218616,-0.7634781002998352,0.7634781002998352,1,1,-0.6925358326472886,-301.32747932,301.32747932,303.21810761468834,-303.21810761468834,303.21810761468834,0.7682864074915883,1.1468677180828255,17.85707995024307,451.30435499422254,922.4421250386256,0.7682864074915883,2.635935516886399,1.1468677180828255,330.7749631341979,634.3346193036241,64.2817067126856,0.0643298134155366,0.1342144631582375,67.52459094102969,26.84570022885947,1.5483178697584208,54.44021389277934,0.0643298134155366,0.1342144631582375,0.210299562249496,0.2337229698896408,-69.32071685791016,0.7444835844600572,6.670929108042981,502.5283216499088,0.8815468012712631,1,-80.63695706863942,41.822190946289474,212.83111805646075,21.95031855040142,43.50894438561686,0.7142995177041618,348.50311550914654,42.26934452821352,-79.41381819907976,0.947780966758728,257151,296.59352162,585852,41.46269960406922,-81.49203233360903,0.2195452153682708,471.483685525149,122.003726674375,316.95808478000004,189.1875495040989,2016-06-21 16:03:56.908000+00:00,2016-06-21 16:00:00+00:00,2016-06-21,183.31609759632065,148.9856054888889,44.81656849212613,36.423552979166665,13.8027509375,220.15047491666667,20.9385655111111,-21.784942109280088,201606211200.0,201606211230.0,-0.0336,138.996,375.634,-21.7283,1.3579,4.39487,238.706,0.171603,-3.13007,-0.814678,25.3257,390.497,386.079,11.4441,11.3146,0.920046,0.742674,0.403638,0.720714,-9999.0,-9999.0,-9999.0,-9999.0,24.7341,98.1265,662.65,47.173,36.3817,25.0222,25.8003,24.8839,1924.73,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2016-06-21 12:00:00,2016-06-21 12:00:00-04:00,2016-06-21
20,20,0,0,LC08_018031_20160808,-80.63695706863942,41.822190946289474,2016-08-08 16:04:13.479000064,0.027535,0.03067,0.06433,0.0354275,0.4716325,0.19072,0.0808575,302.59898276,21824.0,0.1792052475,0.8602630852364612,0.7499196278295733,0.6497204734573908,302.59898276,2.949757388213369,0.9794975738821337,0.979734199381104,-80.63683523290953,41.822296024218616,-0.8602631092071533,0.8602631092071533,1,1,-0.7599458917368286,-302.59898276,302.59898276,304.5443714706351,-304.5443714706351,304.5443714706351,0.7473182233083667,1.6424493947062295,24.66599084494011,465.6464308329624,847.9550345314724,0.7473182233083667,3.2222003503943584,1.6424493947062295,346.20804971627103,569.460556621979,42.45644926592696,0.1156055932765104,0.3329103364300048,111.04692197646816,15.689426355649818,1.4962520807626165,21.947843855473817,0.1156055932765104,0.3329103364300048,0.435091969366791,0.2864588797092438,-85.7431869506836,0.6170256337081498,4.954305942980891,415.9571853795839,0.7892864203021416,0,-80.63695706863942,41.822190946289474,176.31220368690484,25.28628654282024,50.972913416299946,1.6426346191387626,304.37174217253647,41.39243035306666,-80.0363778943681,0.9313635230064392,359613,299.32110158,517466,41.46269960406922,-81.49203233360903,0.2520050704479217,493.355024503472,115.77900641107964,317.34090302,140.50411654293808,2016-08-08 16:04:13.479000064+00:00,2016-08-08 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2016-08-08
21,21,1,1,LC08_018031_20160824,-80.63695706863942,41.822190946289474,2016-08-24 16:04:20.032999936,0.0238224999999999,0.027205,0.059435,0.0327325,0.4296125,0.1717449999999999,0.0727999999999999,300.32941748,21824.0,0.1629437275,0.8584066011311899,0.6977643691498414,0.6186139066550977,300.32941748,2.3209005028619534,0.9732090050286196,0.9776589716594444,-80.63683523290953,41.822296024218616,-0.8584066033363342,0.8584066033363342,1,1,-0.7569356759823943,-300.32941748,300.32941748,302.15436597343825,-302.15436597343825,302.15436597343825,0.7360740330975158,1.8817353094934013,27.95359518746309,448.9321131582382,801.845924124819,0.7360740330975158,3.247300012272317,1.8817353094934013,342.4541886553084,555.5375474181163,37.7395058383113,0.0970635029980877,0.4839068526254258,65.96021592930435,12.778824667219189,0.7192742576593503,15.099319305351557,0.0970635029980877,0.4839068526254258,0.5600217912848169,0.1803345382213592,-53.76959609985352,0.6686957186977642,4.749498057452011,451.8378256505007,0.8726140104198553,1,-80.63695706863942,41.822190946289474,153.23865573125252,25.41690341702872,57.94768892254727,2.443660454739339,272.4638354615604,41.60766534087544,-80.12138982425714,0.9174022674560548,200743,298.16581082,158907,41.63129854817468,-81.42920224590476,0.0616851039230823,384.2534171218117,97.12107053531238,316.23346454,134.69576490933903,2016-08-24 16:04:20.032999936+00:00,2016-08-24 16:00:00+00:00,2016-08-24,134.87117756709736,110.08910380952382,16.093785523781676,13.136612708333333,3.6652808333333335,185.1350114583333,58.24401410714286,30.504767534120973,201608241200.0,201608241230.0,-0.256639,130.438,316.445,-30.0433,2.16556,8.30582,200.336,0.474327,-70.9385,-0.0359,28.4545,383.337,376.484,18.203,17.8776,1.22655,1.24453,0.667271,0.573419,20.2009,36.9337,44.2002,55.3335,26.9868,98.9407,633.927,36.637,21.0685,22.8272,24.3617,23.4969,1684.05,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2016-08-24 12:00:00,2016-08-24 12:00:00-04:00,2016-08-24
22,22,0,0,LC08_018031_20160909,-80.63695706863942,41.822190946289474,2016-09-09 16:04:24.874000128,0.0191474999999999,0.0226949999999999,0.053495,0.0259675,0.418915,0.1503499999999999,0.05784,300.75325196,21824.0,0.15380523,0.8832613105707687,0.6994400172302391,0.6238037533767427,300.75325196,2.4038448056022483,0.9740384480560224,0.9779326878584874,-80.63683523290953,41.822296024218616,-0.8832613229751587,0.8832613229751587,1,1,-0.7735229990897736,-300.75325196,300.75325196,302.4044473485838,-302.4044473485838,302.4044473485838,0.7188430223248342,2.315973790198068,33.91969777283673,451.8564507625792,739.2402667644739,0.7188430223248342,3.0894729732459303,2.315973790198068,344.2670530979063,509.0141428632283,29.673654979374223,0.0999362390330831,0.2259188791275647,71.91705381552322,20.935711412845667,1.2832292785127493,32.341980936056736,0.0999362390330831,0.2259188791275647,0.3127786994291648,0.2953622341156006,-88.0356216430664,0.6031111964500568,2.9570510785815864,407.4234340683308,0.8499666612077447,0,-80.63695706863942,41.822190946289474,97.92516392830106,24.580464701903345,74.96339376501516,1.1364973407823835,193.42069984051423,42.63288154508116,-80.56483557675297,0.9283323287963868,81356,298.0598522,83253,41.52103693216015,-81.66002698845804,0.098809115588665,380.9324723033829,87.55424643607503,313.06154198,83.86196858857379,2016-09-09 16:04:24.874000128+00:00,2016-09-09 16:00:00+00:00,2016-09-09,148.12985774672794,110.88049853846154,17.43380271141159,13.0498251025641,7.096258625,138.094566875,7.067984608974369,-34.565352208139515,201609091200.0,201609091230.0,-0.0899,88.8789,291.305,-27.8086,1.39062,4.32518,339.308,0.281649,-21.7293,-0.117353,28.2098,397.604,388.276,24.025,23.4613,0.647246,0.910414,0.371566,0.647484,21.2662,38.8813,46.531,58.2513,26.7261,98.3814,484.517,32.8731,18.0963,23.9404,25.4865,24.3403,1280.8,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2016-09-09 12:00:00,2016-09-09 12:00:00-04:00,2016-09-09
23,23,1,1,LC08_018031_20160925,-80.63695706863942,41.822190946289474,2016-09-25 16:04:25.686000128,0.0172499999999999,0.0243724999999999,0.0573175,0.0328974999999999,0.403295,0.155905,0.0666399999999999,292.65254456,21824.0,0.152125805,0.8491606343529521,0.6530804216487749,0.5934636840179771,292.65254456,1.989234360362425,0.9698923436036242,0.976564473389196,-80.63683523290953,41.822296024218616,-0.8491606116294861,0.8491606116294861,1,1,-0.7511248609188851,-292.65254456,292.65254456,294.1087299981155,-294.1087299981155,294.1087299981155,0.745399069541312,0.9388417337397048,14.99896299800896,403.381343589335,708.9696102850539,0.745399069541312,2.006038728049212,0.9388417337397048,304.29197511955067,492.8661508990455,24.95518258950748,0.0842696000031897,0.3018654773023794,110.90257018813502,16.791511217633712,1.5354795367888698,24.20503380225854,0.0842696000031897,0.3018654773023794,0.3999835457745146,0.3531599342823028,-102.33194732666016,0.5242592760409288,2.9355686309258413,357.008398121403,0.7629836064993256,1,-80.63695706863942,41.822190946289474,109.1686899505602,17.547872726226842,46.80077810126273,1.5526137003667473,221.5241048650715,42.14325365316728,-79.52116373289292,0.9247807264328004,356912,289.76089964,533808,41.170376692413335,-81.92149877924494,0.4067393243312835,414.5220705490574,67.02888780599827,303.61755272,83.25272637305686,2016-09-25 16:04:25.686000128+00:00,2016-09-25 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2016-09-25
24,24,0,0,LC08_018031_20161011,-80.63695706863942,41.822190946289474,2016-10-11 16:04:30.416999936,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7357652814986142,0.8341097800962091,13.56002654449678,,632.8627232759228,0.7357652814986142,1.7332055098895562,0.8341097800962091,277.4694559813004,,,,,,,,,,,,0.8350309133529663,-236.21104431152344,,,,,0,-80.63695706863942,41.822190946289474,,15.2519484475366,48.12526704633892,1.7128616048380634,144.48968207862632,42.31335745558804,-79.57652277048001,0.8574167490005493,26933,282.87700736,7826,41.212724447418,-80.75867997001671,0.2232385426759719,466.8848899388301,36.35350141341701,289.12856594,,2016-10-11 16:04:30.416999936+00:00,2016-10-11 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2016-10-11
25,25,0,0,LC08_018031_20161112,-80.63695706863942,41.822190946289474,2016-11-12 16:04:31.493999872,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.712283624361325,0.5501379800394743,9.65847252343813,,476.6015284648916,0.712283624361325,0.9427410256736845,0.5501379800394743,269.9910172223722,,,,,,,,,,,,0.7608537077903748,-213.28016662597656,,,,,0,-80.63695706863942,41.822190946289474,,6.117460546370166,58.35515428495803,1.680580780829572,118.22839564532744,41.02190788613813,-80.29264676826507,0.7699902057647705,196346,280.31691038,289126,41.0365663945784,-81.22187836389993,0.2375669032335281,295.9291640024769,20.43613845839334,285.11922848,,2016-11-12 16:04:31.493999872+00:00,2016-11-12 16:00:00+00:00,2016-11-12,23.576486204957927,13.81737875,21.268791387246985,12.464917104166666,-17.749888541666667,36.191930625,27.659523312499992,9.09654157446175,201611121100.0,201611121130.0,-0.0906,90.0792,48.7036,0.368387,1.16344,4.98806,221.756,0.270612,-19.1372,-0.133248,6.8025,399.269,396.638,6.63458,6.59085,0.728804,0.76429,0.402337,0.425643,19.3267,35.3353,42.2874,52.9387,6.8253,99.718,155.351,-10.8193,-10.7237,46.8398,6.15939,6.54618,446.802,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2016-11-12 11:00:00,2016-11-12 11:00:00-05:00,2016-11-12
26,26,0,0,LC08_018031_20161214,-80.63695706863942,41.822190946289474,2016-12-14 16:04:28.212000000,-0.0461925,-0.0214975,0.0697749999999999,0.1470775,0.4008474999999999,0.19204,0.1262599999999999,266.12187332,21824.0,0.166655925,0.4631473285577404,0.2595269567173832,0.3632464155354628,266.12187332,0.6493584773664429,0.9564935847736644,0.9721428829753092,-80.63683523290953,41.822296024218616,-0.4631473422050476,0.4631473422050476,1,1,-0.7034778405197373,-266.12187332,266.12187332,267.6896840366914,-267.6896840366914,267.6896840366914,0.6978538056718433,0.2638551904174036,5.725167284020964,272.0115894340121,382.0134874722914,0.6978538056718433,0.3996536549112308,0.2638551904174036,216.70714366320024,253.61607960958457,-6.6558691003931365,0.0231084911974743,0.7190743452366453,22.18727795184475,9.765754297370552,0.1631014886917228,10.161208128534192,0.0231084911974743,0.7190743452366453,0.7459143872791065,0.0601218789815902,-15.93090534210205,0.3409473759718768,0.1450935409900471,238.08467075813297,0.9147534797283584,0,-80.63695706863942,41.822190946289474,4.615054663380263,-5.68864398638902,66.02096269481382,4.314174430500754,72.62744047433631,41.652318080752224,-80.33226954900255,0.898685872554779,6016,264.97683662,5009,42.4894925229636,-80.7790214079282,0.0068515823222696,148.3644882854691,2.8411379899233995,275.03265146,4.114852822477736,2016-12-14 16:04:28.212000+00:00,2016-12-14 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2016-12-14
